time_s,env_id,base_x_m,pitch_rad,pitch_rate_rad_s,margin_m,fsm_phase,action_l2,reward,roll_rad,fl_contact_state,fr_contact_state,rl_contact_state,rr_contact_state,fl_contact_force_n,fr_contact_force_n,rl_contact_force_n,rr_contact_force_n,fl_wheel_x_m,fl_wheel_z_m,fr_wheel_x_m,fr_wheel_z_m,rl_wheel_x_m,rl_wheel_z_m,rr_wheel_x_m,rr_wheel_z_m,fl_load_trim_z_m,fr_load_trim_z_m,fl_unload_trim_m,fr_unload_trim_m,rl_unload_trim_m,rr_unload_trim_m,reference_00,reference_01,reference_02,reference_03,reference_04,reference_05,reference_06,reference_07,reference_08,reference_09,reference_10,reference_11
0.65,0,0.013287927024066448,-0.02291708067059517,-0.001483662286773324,0.2817648947238922,0.0,0.0,0.008429398760199547,0.004869342781603336,1,1,1,1,10.555957794189453,3.682891607284546,3.8072926998138428,10.790000915527344,0.2678583264350891,0.04967888444662094,0.2691143751144409,0.0500091016292572,-0.2940765619277954,0.0496547557413578,-0.2954534888267517,0.05007917061448097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.7,0,0.01400017086416483,-0.022901691496372223,-0.0032228175550699234,0.28170713782310486,0.0,0.0,0.00869443453848362,0.004983408842235804,1,1,1,1,10.546018600463867,3.723193883895874,3.807708740234375,10.675918579101562,0.2684454321861267,0.04973158240318298,0.2697674334049225,0.050045520067214966,-0.2933233678340912,0.04972463101148605,-0.2946247458457947,0.05008438602089882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.75,0,0.014726104214787483,-0.02291809394955635,-0.005381701048463583,0.28165432810783386,0.0,0.0,0.0098481560125947,0.005106818862259388,1,1,1,1,10.647381782531738,3.7116434574127197,3.7510526180267334,10.702718734741211,0.2690393030643463,0.049777958542108536,0.2704349756240845,0.050073690712451935,-0.2925662100315094,0.04978309944272041,-0.293799489736557,0.0500749871134758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.8,0,0.01544767152518034,-0.022933991625905037,-0.00786449946463108,0.2816064655780792,0.0,0.0,0.01024162769317627,0.005232355557382107,1,1,1,1,10.611854553222656,3.769437789916992,3.6299006938934326,10.685293197631836,0.26964646577835083,0.0498177595436573,0.27110621333122253,0.05009222403168678,-0.2918114960193634,0.049829915165901184,-0.29296520352363586,0.05005146190524101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.85,0,0.016177311539649963,-0.022942617535591125,-0.0021471320651471615,0.28154227137565613,0.0,0.0,0.008283915929496288,0.00535023445263505,1,1,1,1,10.414446830749512,3.9471864700317383,4.186124324798584,10.324592590332031,0.2702661454677582,0.0498482771217823,0.2717665433883667,0.0501018762588501,-0.29105305671691895,0.04986686632037163,-0.29213693737983704,0.05001641809940338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.9,0,0.016915613785386086,-0.02297591045498848,-0.007535134442150593,0.28149741888046265,0.0,0.0,0.009297420270740986,0.00546890078112483,1,1,1,1,10.607595443725586,3.9250917434692383,4.11135196685791,10.332104682922363,0.27088987827301025,0.04987166449427605,0.2724549472332001,0.05010199546813965,-0.2902897000312805,0.04988991096615791,-0.2912963628768921,0.04996417090296745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.95,0,0.017650527879595757,-0.023002812638878822,-0.006001411471515894,0.2814529240131378,0.0,0.0,0.010615338571369648,0.005571452435106039,1,1,1,1,10.716153144836426,3.676053285598755,3.2118828296661377,10.856795310974121,0.2715266942977905,0.04988619685173035,0.2731434404850006,0.05009179189801216,-0.2895108461380005,0.04989760369062424,-0.2904614508152008,0.04992038384079933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.0,0,0.01835603266954422,-0.022915156558156013,-0.0018713872414082289,0.28142428398132324,0.0,0.0,0.00954726804047823,0.005684079602360725,1,1,1,1,10.505480766296387,3.7671852111816406,3.682219982147217,10.975791931152344,0.2721555233001709,0.049891624599695206,0.27382799983024597,0.05007193610072136,-0.2887503504753113,0.049911197274923325,-0.28968626260757446,0.04995809122920036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.05,0,0.01907365396618843,-0.02282101660966873,-0.003306509228423238,0.28139305114746094,0.0,0.0,0.00933223869651556,0.005773277021944523,1,1,1,1,10.800751686096191,3.5871715545654297,3.215081214904785,11.15112018585205,0.2728021740913391,0.049888335168361664,0.27452048659324646,0.05004223436117172,-0.28799912333488464,0.049949854612350464,-0.2889000177383423,0.049983397126197815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.1,0,0.019811853766441345,-0.022726427763700485,-0.004476626869291067,0.2813555598258972,0.0,0.0,0.009113211184740067,0.005871109198778868,1,1,1,1,10.866101264953613,3.649292230606079,3.44207501411438,11.00586986541748,0.2734530568122864,0.0498737134039402,0.2752244770526886,0.05000210180878639,-0.28723299503326416,0.04998016729950905,-0.2881092131137848,0.04999731481075287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.15,0,0.02055654115974903,-0.02263503149151802,-0.004231868777424097,0.28131458163261414,0.0,0.0,0.008369937539100647,0.005953595042228699,1,1,1,1,10.861855506896973,3.5657763481140137,3.1214802265167236,11.187727928161621,0.2741255760192871,0.049849383533000946,0.2759331464767456,0.04995117336511612,-0.2864498496055603,0.049994759261608124,-0.2873057723045349,0.04999690502882004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.2,0,0.021323969587683678,-0.022590525448322296,-0.0046246228739619255,0.2812628149986267,0.0,0.0,0.009705904871225357,0.005937233567237854,1,1,1,1,10.133306503295898,4.276978492736816,3.7060296535491943,10.607185363769531,0.27482283115386963,0.04981584474444389,0.2766469717025757,0.04994826763868332,-0.28567036986351013,0.049999088048934937,-0.28649404644966125,0.04998469352722168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.25,0,0.022077852860093117,-0.022584326565265656,0.0022273657377809286,0.2812194228172302,0.0,0.0,0.00819419976323843,0.0058349245227873325,1,1,1,1,10.142247200012207,4.307934761047363,3.958083391189575,10.688385963439941,0.2755252718925476,0.0497722327709198,0.2773544192314148,0.04997856169939041,-0.28492119908332825,0.049990300089120865,-0.2856815755367279,0.04995829612016678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.3,0,0.02286081574857235,-0.022555885836482048,-0.004643990658223629,0.2811650037765503,1.0,0.0,-1.993902564048767,0.005767983850091696,1,1,1,1,9.941346168518066,4.590882301330566,3.9730236530303955,10.24694538116455,0.2762454152107239,0.04971599951386452,0.2780795097351074,0.04999865964055061,-0.28412485122680664,0.04997352510690689,-0.28485527634620667,0.04991886392235756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.35,0,0.023639652878046036,-0.022548498585820198,-0.003912725951522589,0.28111979365348816,1.0,0.0,-0.007754001300781965,0.005658929701894522,1,1,1,1,9.761317253112793,4.829798698425293,4.270565986633301,9.926077842712402,0.27697503566741943,0.04964818060398102,0.27880924940109253,0.050008341670036316,-0.2833546996116638,0.04994307830929756,-0.2840253710746765,0.04986520856618881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.4,0,0.024429740384221077,-0.02257680892944336,-0.004739986266940832,0.2810763120651245,1.0,0.0,-0.0087455278262496,0.0055261291563510895,1,1,1,1,9.602733612060547,4.976926803588867,4.2959980964660645,9.723708152770996,0.27771568298339844,0.049568768590688705,0.27954819798469543,0.050007414072752,-0.28258806467056274,0.04989830031991005,-0.28318649530410767,0.04979678615927696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.45,0,0.025182466953992844,-0.022491905838251114,-0.005710639990866184,0.281048983335495,1.0,0.0,-0.007023498881608248,0.0052886586636304855,1,1,1,1,10.293785095214844,4.1808695793151855,3.999763011932373,10.23512077331543,0.27845874428749084,0.04947906360030174,0.2802794873714447,0.049995165318250656,-0.2818305790424347,0.0498448982834816,-0.2824123203754425,0.04982367902994156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.5,0,0.025929855182766914,-0.02237793430685997,-0.005688274744898081,0.2810218632221222,1.0,0.0,-0.00723741389811039,0.004998801276087761,1,1,1,1,10.44426155090332,4.051973342895508,3.8557918071746826,10.374242782592773,0.2792089581489563,0.04937822371721268,0.28100842237472534,0.049972642213106155,-0.2810684144496918,0.04977687820792198,-0.28165340423583984,0.04989095777273178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.55,0,0.02670316770672798,-0.022289738059043884,-0.005906678736209869,0.28098535537719727,1.0,0.0,-0.008594507351517677,0.004695400595664978,1,1,1,1,10.342289924621582,4.028487205505371,3.702294111251831,10.501199722290039,0.27997562289237976,0.04926298186182976,0.2817479372024536,0.04993860051035881,-0.2802944779396057,0.049696847796440125,-0.2808849811553955,0.049947358667850494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.6,0,0.027492180466651917,-0.022201208397746086,-0.00287263048812747,0.28094276785850525,1.0,0.0,-0.008495344780385494,0.004393476061522961,1,1,1,1,10.661032676696777,3.931593418121338,3.7865688800811768,10.565887451171875,0.28075656294822693,0.04913317412137985,0.28249645233154297,0.049893226474523544,-0.2795063257217407,0.049602679908275604,-0.28010648488998413,0.04999156296253204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.65,0,0.02829764038324356,-0.02208169735968113,-0.007682824973016977,0.2808915376663208,1.0,0.0,-0.007592781446874142,0.004120903089642525,1,1,1,1,10.506258964538574,4.102959632873535,3.7409517765045166,10.374497413635254,0.2815500497817993,0.04898807406425476,0.28325456380844116,0.04983513057231903,-0.2786807715892792,0.049498189240694046,-0.27931874990463257,0.050026167184114456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.7,0,0.02909618616104126,-0.02201104909181595,-0.0129102673381567,0.2808478772640228,1.0,0.0,-0.007258002180606127,0.0038082788232713938,1,1,1,1,11.191152572631836,3.696333408355713,3.403083086013794,10.71866226196289,0.2823489308357239,0.04883439093828201,0.28400957584381104,0.049766503274440765,-0.2778881788253784,0.049376197159290314,-0.2785370945930481,0.050045035779476166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.75,0,0.0297128614038229,-0.022274017333984375,-0.016659660264849663,0.28089219331741333,1.0,0.0,-0.0022111490834504366,0.003827930660918355,1,1,1,1,11.890993118286133,2.3679351806640625,2.604431390762329,11.915431022644043,0.28293469548225403,0.048963092267513275,0.2846657931804657,0.049833256751298904,-0.277154803276062,0.049254607409238815,-0.2778242826461792,0.050055235624313354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.8,0,0.030325129628181458,-0.022319048643112183,-0.004074072930961847,0.28092846274375916,1.0,0.0,-0.0067182318307459354,0.003976310603320599,1,1,1,1,10.68738079071045,3.453662157058716,3.7847611904144287,10.800271987915039,0.2835348844528198,0.049073655158281326,0.28532472252845764,0.04989783093333244,-0.27648094296455383,0.04930596798658371,-0.27710291743278503,0.0500638447701931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.8499999999999999,0,0.03098614327609539,-0.022327996790409088,-0.006549563258886337,0.280945360660553,1.0,0.0,-0.00702735036611557,0.004188936669379473,1,1,1,1,10.776704788208008,3.5023226737976074,3.803232192993164,10.748760223388672,0.28415775299072266,0.04918176308274269,0.28600677847862244,0.04995555803179741,-0.2758016586303711,0.04941541329026222,-0.27636396884918213,0.05005904287099838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.9,0,0.03166674077510834,-0.022360095754265785,-0.005380841437727213,0.2809537947177887,1.0,0.0,-0.007103499490767717,0.004410623572766781,1,1,1,1,10.746021270751953,3.4590563774108887,3.7130327224731445,10.786120414733887,0.28478899598121643,0.04928528144955635,0.28669482469558716,0.05000412091612816,-0.27510878443717957,0.04951664060354233,-0.2756194472312927,0.05004240199923515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
1.95,0,0.03236490488052368,-0.02240787073969841,-0.005436683539301157,0.280956894159317,1.0,0.0,-0.007157416082918644,0.004635140299797058,1,1,1,1,10.641429901123047,3.6281557083129883,3.8424594402313232,10.62181282043457,0.28543171286582947,0.049381453543901443,0.287392258644104,0.050042908638715744,-0.27440744638442993,0.04960935190320015,-0.27486592531204224,0.05001342296600342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2.0,0,0.033063340932130814,-0.022455139085650444,-0.005835290998220444,0.28095993399620056,1.0,0.0,-0.006635225843638182,0.004857960157096386,1,1,1,1,10.545140266418457,3.7380335330963135,3.952315092086792,10.511833190917969,0.2860798239707947,0.049469973891973495,0.2880910038948059,0.05007252097129822,-0.27370530366897583,0.049692295491695404,-0.27410927414894104,0.04997239261865616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2.05,0,0.03376827389001846,-0.02250450849533081,-0.008820717222988605,0.2809581756591797,1.0,0.0,-0.006853173952549696,0.005078576505184174,1,1,1,1,10.704513549804688,3.6873416900634766,3.8380625247955322,10.551197052001953,0.28673869371414185,0.049551207572221756,0.28879043459892273,0.05009165406227112,-0.27299559116363525,0.049765393137931824,-0.27334898710250854,0.04991842806339264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2.1,0,0.03448742255568504,-0.02256098762154579,-0.006023259833455086,0.2809513211250305,1.0,0.0,-0.006199243012815714,0.005298968404531479,1,1,1,1,10.513011932373047,3.822882890701294,4.084156036376953,10.31142520904541,0.2874067425727844,0.0496240071952343,0.28949782252311707,0.050100840628147125,-0.27227863669395447,0.049829598516225815,-0.27257034182548523,0.04985155537724495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2.15,0,0.03520263731479645,-0.022599132731556892,-0.004171638749539852,0.28094497323036194,1.0,0.0,-0.0073971617966890335,0.0055345273576676846,1,1,1,1,10.208105087280273,4.2102460861206055,4.286692142486572,10.06497859954834,0.2880803048610687,0.049687497317790985,0.2902038097381592,0.05009957030415535,-0.2715563476085663,0.04988482594490051,-0.2717932462692261,0.049772460013628006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2.2,0,0.03594984859228134,-0.022667376324534416,-0.0071190716698765755,0.2809270918369293,1.0,0.0,-0.007791033014655113,0.005767809227108955,1,1,1,1,10.360557556152344,4.0556206703186035,4.173677921295166,10.172524452209473,0.2887697219848633,0.04974240064620972,0.290926456451416,0.05008680745959282,-0.2708059549331665,0.04992653802037239,-0.2709932327270508,0.04967908188700676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
2.25,0,0.036667220294475555,-0.022684400901198387,-0.005610419437289238,0.2809188663959503,1.0,0.0,-0.006897220388054848,0.005921969655901194,1,1,1,1,11.02186107635498,3.1436150074005127,3.4454212188720703,11.11962890625,0.2894565761089325,0.04979203641414642,0.2916340231895447,0.050062328577041626,-0.27008044719696045,0.04996085539460182,-0.2702530324459076,0.049681615084409714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
