time_s,event_cursor,step_index,event_index,command,front_left_hip,front_left_knee,front_right_hip,front_right_knee,rear_left_hip,rear_left_knee,rear_right_hip,rear_right_knee,front_left_ankle,front_right_ankle,rear_left_ankle,rear_right_ankle
170.12400000006892,104,22,1,wheel stop,24.2,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
185.65500000002794,105,23,0,servo front_left_hip 17.3,17.3,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
185.73300000000745,106,23,1,servo front_left_hip 13.2,13.2,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
185.7960000000894,107,23,2,servo front_left_hip 7.6,7.6,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
185.87400000006892,108,23,3,servo front_left_hip 4.8,4.8,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
186.0140000001993,109,23,4,servo front_left_hip 0.7,0.7,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
186.49900000006892,110,23,5,servo front_left_hip 11.8,11.8,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
186.5920000001788,111,23,6,servo front_left_hip 15.9,15.9,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
186.8890000001993,112,23,7,servo front_left_hip 22.8,22.8,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
186.93599999998696,113,23,8,servo front_left_hip 27,27.0,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
186.99900000006892,114,23,9,servo front_left_hip 28.4,28.4,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
187.06099999998696,115,23,10,servo front_left_hip 29.8,29.8,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
187.3420000001788,116,23,11,servo front_left_hip 33.9,33.9,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
187.7960000000894,117,23,12,servo front_left_hip 35.3,35.3,3.7,13.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
189.0920000001788,118,23,13,servo front_right_hip 20.1,35.3,3.7,20.1,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
189.12400000006892,119,23,14,servo front_right_hip 24.2,35.3,3.7,24.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
189.2170000001788,120,23,15,servo front_right_hip 27,35.3,3.7,27.0,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
189.2960000000894,121,23,16,servo front_right_hip 29.8,35.3,3.7,29.8,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
189.37400000006892,122,23,17,servo front_right_hip 31.2,35.3,3.7,31.2,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
190.45200000004843,123,23,18,servo front_right_hip 32.5,35.3,3.7,32.5,0.9,24.2,12.0,29.8,-44.8,0.0,0.0,0.0,0.0
192.90500000002794,124,24,0,servo_wheel launch,35.3,-11.5,32.5,-15.7,24.2,12.0,-0.7,-44.8,-1.13,-1.09,0.0,2.0944
193.68599999998696,125,24,1,wheel stop,35.3,-11.5,32.5,-15.7,24.2,12.0,-0.7,-44.8,0.0,0.0,0.0,0.0
198.35800000000745,126,25,0,servo_wheel launch,35.3,-11.5,32.5,-15.7,-0.7,12.0,-0.7,-44.8,0.0,0.0,0.58,0.0
198.93599999998696,127,25,1,wheel stop,35.3,-11.5,32.5,-15.7,-0.7,12.0,-0.7,-44.8,0.0,0.0,0.0,0.0
202.53000000002794,128,26,0,servo_wheel launch,35.3,-11.5,32.5,-15.7,-0.7,20.3,-0.7,-44.8,0.0,0.0,-1.11,0.0
203.23300000000745,129,26,1,wheel stop,35.3,-11.5,32.5,-15.7,-0.7,20.3,-0.7,-44.8,0.0,0.0,0.0,0.0
215.87300000013784,130,27,0,servo front_right_knee -14.3,35.3,-11.5,32.5,-14.3,-0.7,20.3,-0.7,-44.8,0.0,0.0,0.0,0.0
216.10700000007637,131,27,1,servo front_right_knee 2.3,35.3,-11.5,32.5,2.3,-0.7,20.3,-0.7,-44.8,0.0,0.0,0.0,0.0
217.27900000009686,132,27,2,servo front_right_knee 7.8,35.3,-11.5,32.5,7.8,-0.7,20.3,-0.7,-44.8,0.0,0.0,0.0,0.0
222.85700000007637,133,28,0,servo rear_left_knee 21.7,35.3,-11.5,32.5,7.8,-0.7,21.7,-0.7,-44.8,0.0,0.0,0.0,0.0
222.95100000011735,134,28,1,servo rear_left_knee 41.1,35.3,-11.5,32.5,7.8,-0.7,41.1,-0.7,-44.8,0.0,0.0,0.0,0.0
223.01300000026822,135,28,2,servo rear_left_knee 43.8,35.3,-11.5,32.5,7.8,-0.7,43.8,-0.7,-44.8,0.0,0.0,0.0,0.0
223.13800000026822,136,28,3,servo rear_left_knee 45.2,35.3,-11.5,32.5,7.8,-0.7,45.2,-0.7,-44.8,0.0,0.0,0.0,0.0
225.8250000004191,137,29,0,servo_wheel launch,35.3,-11.5,32.5,7.8,-0.7,45.2,-35.3,-44.8,0.0,0.0,0.0,1.96
226.5600000002887,138,29,1,wheel stop,35.3,-11.5,32.5,7.8,-0.7,45.2,-35.3,-44.8,0.0,0.0,0.0,0.0
230.3420000001788,139,30,0,wheel all -0.3,35.3,-11.5,32.5,7.8,-0.7,45.2,-35.3,-44.8,-0.3,-0.3,-0.3,-0.3
234.32600000011735,140,30,1,wheel stop,35.3,-11.5,32.5,7.8,-0.7,45.2,-35.3,-44.8,0.0,0.0,0.0,0.0
235.92000000015832,141,31,0,wheel all -0.3,35.3,-11.5,32.5,7.8,-0.7,45.2,-35.3,-44.8,-0.3,-0.3,-0.3,-0.3
239.88800000026822,142,31,1,wheel stop,35.3,-11.5,32.5,7.8,-0.7,45.2,-35.3,-44.8,0.0,0.0,0.0,0.0
245.6070000003092,143,32,0,servo_wheel launch,-32.5,-39.2,32.5,7.8,-0.7,45.2,-35.3,-44.8,-2.09,0.0,0.0,0.0
248.04500000015832,144,32,1,wheel stop,-32.5,-39.2,32.5,7.8,-0.7,45.2,-35.3,-44.8,0.0,0.0,0.0,0.0
251.32600000011735,145,33,0,servo rear_right_hip -31.2,-32.5,-39.2,32.5,7.8,-0.7,45.2,-31.2,-44.8,0.0,0.0,0.0,0.0
251.3890000001993,146,33,1,servo rear_right_hip -27,-32.5,-39.2,32.5,7.8,-0.7,45.2,-27.0,-44.8,0.0,0.0,0.0,0.0
251.45100000011735,147,33,2,servo rear_right_hip -25.6,-32.5,-39.2,32.5,7.8,-0.7,45.2,-25.6,-44.8,0.0,0.0,0.0,0.0
251.5140000001993,148,33,3,servo rear_right_hip -24.2,-32.5,-39.2,32.5,7.8,-0.7,45.2,-24.2,-44.8,0.0,0.0,0.0,0.0
251.8570000003092,149,33,4,servo rear_right_hip -22.8,-32.5,-39.2,32.5,7.8,-0.7,45.2,-22.8,-44.8,0.0,0.0,0.0,0.0
251.9350000002887,150,33,5,servo rear_right_hip -20.1,-32.5,-39.2,32.5,7.8,-0.7,45.2,-20.1,-44.8,0.0,0.0,0.0,0.0
252.12300000013784,151,33,6,servo rear_right_hip -17.3,-32.5,-39.2,32.5,7.8,-0.7,45.2,-17.3,-44.8,0.0,0.0,0.0,0.0
252.6070000003092,152,33,7,servo rear_right_hip -14.5,-32.5,-39.2,32.5,7.8,-0.7,45.2,-14.5,-44.8,0.0,0.0,0.0,0.0
252.7170000001788,153,33,8,servo rear_right_hip -13.2,-32.5,-39.2,32.5,7.8,-0.7,45.2,-13.2,-44.8,0.0,0.0,0.0,0.0
253.07600000011735,154,33,9,servo rear_right_hip -9,-32.5,-39.2,32.5,7.8,-0.7,45.2,-9.0,-44.8,0.0,0.0,0.0,0.0
255.2000000004191,155,34,0,wheel all 0.3,-32.5,-39.2,32.5,7.8,-0.7,45.2,-9.0,-44.8,0.3,0.3,0.3,0.3
274.6530000003986,156,34,1,wheel stop,-32.5,-39.2,32.5,7.8,-0.7,45.2,-9.0,-44.8,0.0,0.0,0.0,0.0
276.7470000004396,157,35,0,servo_wheel launch,0.7,0.9,0.7,2.3,-0.7,0.9,-0.7,-6.0,2.0944,-2.09,2.0944,-2.09
277.5750000004191,158,35,1,wheel stop,0.7,0.9,0.7,2.3,-0.7,0.9,-0.7,-6.0,0.0,0.0,0.0,0.0
