run,event_file,tag,points,first,last,minimum,maximum,tail_mean
s47-50mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\events.out.tfevents.1785493019.Allenzjx.156816.0,Stats / Algorithm update time (ms),1200,76.10655212402344,40.006874084472656,15.94090461730957,216.7072296142578,41.41418333053589
s47-50mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\events.out.tfevents.1785493019.Allenzjx.156816.0,Reward / Total reward (max),374,-185.4320068359375,240.70355224609375,-239.91189575195312,284.93719482421875,34.02753056706609
s47-50mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\events.out.tfevents.1785493019.Allenzjx.156816.0,Reward / Total reward (min),374,-186.65228271484375,240.70355224609375,-243.12332153320312,284.93719482421875,-8.840926299224028
s47-50mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\events.out.tfevents.1785493019.Allenzjx.156816.0,Reward / Total reward (mean),374,-185.91099548339844,240.70355224609375,-239.91189575195312,284.93719482421875,10.36794899605416
s47-50mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\events.out.tfevents.1785493019.Allenzjx.156816.0,Episode / Total timesteps (max),374,6464,8058,6453,8999,7962.972972972973
s47-50mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\events.out.tfevents.1785493019.Allenzjx.156816.0,Episode / Total timesteps (min),374,6446,8058,6446,8999,7865.2972972972975
s47-50mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-50mm_attempt002\events.out.tfevents.1785493019.Allenzjx.156816.0,Episode / Total timesteps (mean),374,6450.9052734375,8058,6450.9052734375,8999,7933.328520903716
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Stats / Inference time (ms),1200,1.5289485454559326,1.5342049598693848,1.26121187210083,2.1689085960388184,1.5967117309570313
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Stats / Env stepping time (ms),1200,122.37833404541016,116.23469543457031,108.92303466796875,170.7248992919922,121.69874858856201
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Reward / Instantaneous reward (max),1200,0.021371442824602127,0.004626055248081684,-0.004408487118780613,200.04344177246094,0.011193428774519513
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Reward / Instantaneous reward (min),1200,-0.0002989768981933594,-0.009960830211639404,-0.22312861680984497,0.03594426438212395,-0.01975332120976721
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Reward / Instantaneous reward (mean),1200,0.014051285572350025,0.001730890478938818,-0.019538477063179016,0.13966019451618195,0.0047991261391265045
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Loss / Policy loss,1200,-0.05230865254998207,-0.012460621073842049,-0.22186000645160675,0.13166233897209167,-0.004784335787401991
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Loss / Value loss,1200,0.00012420535495039076,0.000005797108315164223,2.5022964678100834e-7,0.037257444113492966,0.00009844575364112985
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Policy / Standard deviation,1200,0.018004246056079865,0.01733703538775444,0.01733703538775444,0.018004246056079865,0.017383157166962822
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Learning / Learning rate,1200,0.00003950617247028276,0.000059259258705424145,0.00000780368827690836,0.00019999999494757503,0.00007748971208153914
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Stats / Algorithm update time (ms),1200,99.2991943359375,36.50712966918945,16.49785041809082,308.7088928222656,46.48499269485474
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Reward / Total reward (max),19,227.27407836914062,36.448265075683594,24.041540145874023,242.96717834472656,36.448265075683594
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Reward / Total reward (min),19,227.27407836914062,29.249364852905273,12.84288501739502,240.5299072265625,29.249364852905273
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Reward / Total reward (mean),19,227.27407836914062,34.11518478393555,19.934865951538086,241.05905151367188,34.11518478393555
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Episode / Total timesteps (max),19,8886,8999,8884,8999,8999
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Episode / Total timesteps (min),19,8886,8999,8884,8999,8999
s47-75mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-75mm_attempt002\events.out.tfevents.1785505226.Allenzjx.135368.0,Episode / Total timesteps (mean),19,8886,8999,8884,8999,8999
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Stats / Inference time (ms),1200,1.4943592548370361,1.8975622653961182,1.3262927532196045,3.1384081840515137,1.8949843009312948
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Stats / Env stepping time (ms),1200,110.54887390136719,178.7468719482422,108.07601928710938,277.7766418457031,169.8131306966146
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Reward / Instantaneous reward (max),1200,0.021802157163619995,0.04728204756975174,-0.004167602397501469,200.04824829101562,35.04659028453752
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Reward / Instantaneous reward (min),1200,0.004230848513543606,-200.00119018554688,-200.00559997558594,0.004230848513543606,-33.39631299491351
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Reward / Instantaneous reward (mean),1200,0.019084347411990166,-0.047379378229379654,-0.23727527260780334,0.456228107213974,0.0006360113263591908
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Loss / Policy loss,1200,-0.1216634064912796,0.0014312600251287222,-0.1216634064912796,0.05781117081642151,0.00009577643716814539
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Loss / Value loss,1200,0.0003883361059706658,0.0013065873645246029,5.362761044125364e-7,0.17841742932796478,0.002118695728828849
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Policy / Standard deviation,1200,0.01733436994254589,0.017090721055865288,0.017090627923607826,0.01733436994254589,0.01710220368889471
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Learning / Learning rate,1200,0.000059259258705424145,0.00008888888987712562,0.00001170553241536254,0.0003000000142492354,0.00013319273151258433
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Stats / Algorithm update time (ms),1200,156.8419952392578,28.955936431884766,17.306804656982422,382.11871337890625,47.76166687011719
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Reward / Total reward (max),392,-204.97120666503906,-214.11012268066406,-214.11012268066406,222.34817504882812,13.764841764401167
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Reward / Total reward (min),392,-205.21981811523438,-214.11012268066406,-214.11012268066406,220.40145874023438,-15.967177904569185
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Reward / Total reward (mean),392,-205.1073455810547,-214.11012268066406,-214.11012268066406,220.84815979003906,2.8217254540859122
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Episode / Total timesteps (max),392,6446,6581,6432,8999,7820.384615384615
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Episode / Total timesteps (min),392,6444,6581,6432,8999,7692.5641025641025
s47-100mm,runs\ppo_without_com\training\method-B-v34_seed-47_stage-100mm_attempt002\events.out.tfevents.1785516269.Allenzjx.128240.0,Episode / Total timesteps (mean),392,6444.90478515625,6581,6432,8999,7766.351950620993
