time_s,env_id,base_x_m,pitch_rad,pitch_rate_rad_s,margin_m,fsm_phase,action_l2,reward
0.85,0,0.012883446179330349,-0.024185391142964363,-0.003637719666585326,0.27913326025009155,0.0,0.0,0.006280864588916302
0.9,0,0.013620160520076752,-0.02408605068922043,-0.006031790282577276,0.2791237533092499,0.0,0.0,0.009570431895554066
0.95,0,0.014362066984176636,-0.024020971730351448,-0.0031850480008870363,0.2791080176830292,0.0,0.0,0.0077239740639925
1.0,0,0.015123081393539906,-0.023954616859555244,-0.002004153560847044,0.2790882885456085,0.0,0.0,0.00815129466354847
1.05,0,0.015882670879364014,-0.023873794823884964,-0.0013897295575588942,0.279071569442749,0.0,0.0,0.008938255719840527
1.1,0,0.016647320240736008,-0.023798737674951553,-0.001334930071607232,0.27905794978141785,0.0,0.0,0.008251301012933254
1.15,0,0.01742679812014103,-0.02372124418616295,-0.0012913828250020742,0.2790403664112091,0.0,0.0,0.008011428639292717
1.2,0,0.018211161717772484,-0.023636773228645325,0.0013529518619179726,0.2790248394012451,0.0,0.0,0.008090686984360218
1.25,0,0.019001226872205734,-0.023503264412283897,0.0026548802852630615,0.2790103852748871,0.0,0.0,0.008086154237389565
1.3,0,0.019803756847977638,-0.023371398448944092,0.002861215267330408,0.278994619846344,1.0,0.0,-1.9945780038833618
1.35,0,0.02058180794119835,-0.023158514872193336,0.0030005809385329485,0.27899056673049927,1.0,0.0,-0.008466765284538269
1.4,0,0.021358400583267212,-0.02301228605210781,0.0015202447539195418,0.2789929211139679,1.0,0.0,-0.0028338043484836817
1.45,0,0.021978825330734253,-0.023107431828975677,-0.005456953309476376,0.2790604829788208,1.0,0.0,-0.004046719055622816
1.5,0,0.022614428773522377,-0.023275231942534447,-0.009191643446683884,0.27910318970680237,1.0,0.0,-0.0034975437447428703
1.55,0,0.023280620574951172,-0.023478424176573753,-0.00844054389744997,0.27913224697113037,1.0,0.0,-0.005281701218336821
1.6,0,0.023961886763572693,-0.02369806356728077,-0.008785281330347061,0.279155433177948,1.0,0.0,-0.005131345242261887
1.65,0,0.02465878240764141,-0.023926978930830956,-0.010120904073119164,0.2791713774204254,1.0,0.0,-0.005000197794288397
1.7,0,0.025364261120557785,-0.02416393905878067,-0.010828118771314621,0.27918246388435364,1.0,0.0,-0.0052827284671366215
1.75,0,0.026065783575177193,-0.024394232779741287,-0.011224295012652874,0.279193639755249,1.0,0.0,-0.004637008532881737
1.8,0,0.026782991364598274,-0.024631647393107414,-0.01460750587284565,0.2792010009288788,1.0,0.0,-0.004007169511169195
1.8499999999999999,0,0.027487710118293762,-0.024864213541150093,-0.013570775277912617,0.27919432520866394,1.0,0.0,-0.0047209798358380795
1.9,0,0.028222596272826195,-0.02511950209736824,-0.014595973305404186,0.2791925370693207,1.0,0.0,-0.004478027578443289
1.95,0,0.02887948602437973,-0.02504698745906353,0.0008585357572883368,0.2792189419269562,1.0,0.0,-0.007890504784882069
2.0,0,0.029570197686553,-0.024853382259607315,0.00039093889063224196,0.27922341227531433,1.0,0.0,-0.007778629660606384
2.05,0,0.0302880872040987,-0.024674944579601288,-0.000265188718913123,0.27921411395072937,1.0,0.0,-0.008432822301983833
