"attempt_id","mode","command","working_directory","parent_pid","child_pid","started_at","ended_at","exit_code","duration_s","stdout_path","stderr_path","kit_log_path","result_path","status"
"fsm_50mm_development-h050-0000_20260731_213855_481","historical-visible-controller","historical wrapper did not persist the exact command","C:\robotics_sim\IsaacLab","","","2026-07-31T21:38:56.8574234-04:00","2026-07-31T21:38:58.8396426-04:00","UNKNOWN_NOT_RECORDED","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_213855_481\viewer.log","","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_213855_481\result.json","STARTUP_EXIT_BEFORE_EVALUATION"
"fsm_50mm_development-h050-0000_20260731_213957_471","historical-visible-controller","historical wrapper did not persist the exact command","C:\robotics_sim\IsaacLab","","","2026-07-31T21:39:58.6235162-04:00","2026-07-31T21:40:00.6454488-04:00","UNKNOWN_NOT_RECORDED","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_213957_471\viewer.log","","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_213957_471\result.json","STARTUP_EXIT_BEFORE_EVALUATION"
"fsm_50mm_development-h050-0000_20260731_214035_519","historical-visible-controller","historical wrapper did not persist the exact command","C:\robotics_sim\IsaacLab","","","2026-07-31T21:40:36.5575999-04:00","2026-07-31T21:40:38.5399900-04:00","UNKNOWN_NOT_RECORDED","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_214035_519\viewer.log","","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_214035_519\result.json","STARTUP_EXIT_BEFORE_EVALUATION"
"fsm_50mm_development-h050-0000_20260731_214057_602","historical-visible-controller","historical wrapper did not persist the exact command","C:\robotics_sim\IsaacLab","","","2026-07-31T21:40:58.7999593-04:00","2026-07-31T21:41:00.8507999-04:00","UNKNOWN_NOT_RECORDED","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_214057_602\viewer.log","","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\chatgpt_handoff_20260731_171825\gui_runs\fsm_50mm_development-h050-0000_20260731_214057_602\result.json","STARTUP_EXIT_BEFORE_EVALUATION"
"visible_smoke_20260731_220413_093","visible","""C:\Users\kskzz\miniconda3\Scripts\conda.exe"" run --no-capture-output -n env_isaaclab C:\robotics_sim\IsaacLab\isaaclab.bat -p C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\tools\visualization\isaac_startup_smoke.py --output-dir C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\visible_smoke_20260731_220413_093 --frames 120","C:\robotics_sim\IsaacLab","133320","136708","2026-07-31T22:04:13.1066016-04:00","2026-07-31T22:07:00.3126940-04:00","-1","167.206","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\stdout\visible_smoke_20260731_220413_093.log","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\stderr\visible_smoke_20260731_220413_093.log","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\kit_logs\visible_smoke_20260731_220413_093_kit_20260731_220416.log","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\visible_smoke_20260731_220413_093\result.json","COMPLETED_RENDER_SHUTDOWN_TIMEOUT"
"offscreen_smoke_20260731_220700_333","offscreen","""C:\Users\kskzz\miniconda3\Scripts\conda.exe"" run --no-capture-output -n env_isaaclab C:\robotics_sim\IsaacLab\isaaclab.bat -p C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\tools\visualization\isaac_startup_smoke.py --output-dir C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\offscreen_smoke_20260731_220700_333 --frames 120 --headless --enable_cameras --capture-images","C:\robotics_sim\IsaacLab","133320","151056","2026-07-31T22:07:00.3358065-04:00","2026-07-31T22:10:04.7008946-04:00","-1","184.365","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\stdout\offscreen_smoke_20260731_220700_333.log","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\stderr\offscreen_smoke_20260731_220700_333.log","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\kit_logs\offscreen_smoke_20260731_220700_333_kit_20260731_220702.log","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\offscreen_smoke_20260731_220700_333\result.json","COMPLETED_RENDER_SHUTDOWN_TIMEOUT"
"headless_no_camera_120_20260801_052906","headless-no-camera","""C:\Users\kskzz\miniconda3\Scripts\conda.exe"" run --no-capture-output -n env_isaaclab C:\robotics_sim\IsaacLab\isaaclab.bat -p C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\tools\visualization\isaac_startup_smoke.py --output-dir C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\smoke_headless_no_camera_120 --frames 120 --headless","C:\robotics_sim\IsaacLab","92920","156024","2026-08-01T05:29:06.6799817-04:00","2026-08-01T05:29:53.1850775-04:00","-1","46.505","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\stdout\headless_no_camera_120.stdout.log","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\stderr\headless_no_camera_120.stderr.log","","C:\robotics_sim\wlr_robot\resume_validation_fsm_residual_ppo\reports\visualization_capture_20260731_215648\crash_diagnostics\smoke_headless_no_camera_120\result.json","COMPLETED_STEPS_SHUTDOWN_TIMEOUT"
